"id","token","submitdate","lastpage","startlanguage","seed","startdate","datestamp","ipaddr","587426X154X2270qi1qu1sq1","587426X154X2270qi1qu1sq2","587426X154X2273qi1qu4sq1","587426X154X2273qi1qu4sq2","587426X154X2276qi1qu7sq1","587426X154X2276qi1qu7sq2","587426X154X2279qi1qu10sq1","587426X154X2279qi1qu10sq2","587426X154X2282qi1qu13sq1","587426X154X2282qi1qu13sq2","587426X154X2285qi1qu16sq1","587426X154X2285qi1qu16sq2","587426X154X2288qi1qu19sq1","587426X154X2288qi1qu19sq2","587426X154X2291qi1qu22sq1","587426X154X2291qi1qu22sq2","587426X154X2294qi1qu25sq1","587426X154X2294qi1qu25sq2","587426X154X2297qi1qu28sq1","587426X154X2297qi1qu28sq2","587426X155X2300qi1qu31sq1","587426X155X2300qi1qu31sq2","587426X155X2300qi1qu31sq3","587426X155X2300qi1qu31sq4","587426X156X2305","587426X156X2306"
"262",NULL,"2020-01-23 14:22:58",NULL,"hr",NULL,"2020-01-23 14:22:58","2020-01-23 14:22:58",NULL,"A1","A2","A4","A2","A3","A1","A4","A2","A4","A2","A2","A3","A1","A4","A3","A4","A3","A4","A2","A3","A2","A2","A2","A2","A1","A1"
"261",NULL,"2020-01-23 14:22:57",NULL,"hr",NULL,"2020-01-23 14:22:57","2020-01-23 14:22:57",NULL,"A1","A4","A4","A1","A3","A4","A4","A3","A3","A1","A4","A1","A1","A4","A3","A4","A1","A2","A4","A3","A1","A2","A2","A2","A1","A2"
"260",NULL,"2020-01-23 14:22:57",NULL,"hr",NULL,"2020-01-23 14:22:57","2020-01-23 14:22:57",NULL,"A1","A2","A3","A1","A2","A3","A4","A2","A4","A2","A2","A1","A1","A4","A3","A4","A3","A4","A1","A3","A1","A1","A2","A2","A3","A2"
"259",NULL,"2020-01-23 14:22:57",NULL,"hr",NULL,"2020-01-23 14:22:57","2020-01-23 14:22:57",NULL,"A1","A2","A4","A2","A1","A4","A1","A3","A4","A2","A2","A1","A1","A4","A3","A4","A3","A2","A4","A1","A2","A1","A2","A1","A3","A2"
"258",NULL,"2020-01-23 14:22:56",NULL,"hr",NULL,"2020-01-23 14:22:56","2020-01-23 14:22:56",NULL,"A1","A2","A4","A1","A3","A4","A2","A3","A1","A2","A3","A1","A1","A4","A3","A4","A3","A4","A2","A3","A1","A1","A2","A1","A3","A2"
"257",NULL,"2020-01-23 14:22:56",NULL,"hr",NULL,"2020-01-23 14:22:56","2020-01-23 14:22:56",NULL,"A3","A2","A4","A1","A3","A4","A1","A3","A2","A3","A2","A1","A3","A4","A3","A4","A3","A4","A2","A3","A2","A2","A1","A1","A3","A2"
"256",NULL,"2020-01-23 14:22:56",NULL,"hr",NULL,"2020-01-23 14:22:56","2020-01-23 14:22:56",NULL,"A1","A2","A2","A1","A1","A3","A4","A3","A3","A2","A4","A1","A1","A4","A3","A4","A3","A2","A2","A3","A2","A1","A1","A1","A3","A1"
"255",NULL,"2020-01-23 14:22:55",NULL,"hr",NULL,"2020-01-23 14:22:55","2020-01-23 14:22:55",NULL,"A1","A4","A2","A1","A2","A3","A4","A3","A2","A3","A2","A1","A1","A4","A3","A4","A1","A4","A4","A2","A2","A2","A2","A2","A1","A3"
"254",NULL,"2020-01-23 14:22:55",NULL,"hr",NULL,"2020-01-23 14:22:55","2020-01-23 14:22:55",NULL,"A1","A2","A2","A1","A2","A3","A4","A3","A1","A3","A2","A1","A1","A4","A3","A2","A1","A4","A2","A1","A2","A2","A2","A2","A3","A1"
"253",NULL,"2020-01-23 14:22:54",NULL,"hr",NULL,"2020-01-23 14:22:54","2020-01-23 14:22:54",NULL,"A1","A2","A4","A1","A3","A2","A3","A2","A4","A2","A2","A3","A3","A4","A3","A4","A3","A4","A4","A3","A2","A2","A2","A2","A1","A1"
"252",NULL,"2020-01-23 14:22:54",NULL,"hr",NULL,"2020-01-23 14:22:54","2020-01-23 14:22:54",NULL,"A3","A4","A4","A3","A1","A2","A4","A2","A3","A2","A2","A4","A1","A3","A3","A4","A3","A4","A2","A3","A2","A1","A1","A1","A2","A2"
"251",NULL,"2020-01-23 14:22:54",NULL,"hr",NULL,"2020-01-23 14:22:54","2020-01-23 14:22:54",NULL,"A1","A2","A4","A1","A4","A3","A4","A3","A1","A2","A2","A4","A3","A2","A3","A4","A3","A2","A4","A1","A1","A1","A2","A2","A1","A1"
"250",NULL,"2020-01-23 14:22:53",NULL,"hr",NULL,"2020-01-23 14:22:53","2020-01-23 14:22:53",NULL,"A4","A2","A4","A2","A1","A2","A4","A2","A4","A2","A2","A3","A2","A3","A3","A4","A4","A1","A2","A3","A1","A2","A2","A2","A2","A1"
"249",NULL,"2020-01-23 14:22:53",NULL,"hr",NULL,"2020-01-23 14:22:53","2020-01-23 14:22:53",NULL,"A1","A2","A4","A1","A1","A3","A4","A1","A3","A1","A2","A4","A1","A4","A3","A4","A3","A1","A2","A3","A2","A2","A2","A1","A3","A2"
"248",NULL,"2020-01-23 14:22:53",NULL,"hr",NULL,"2020-01-23 14:22:53","2020-01-23 14:22:53",NULL,"A1","A2","A3","A2","A3","A1","A2","A3","A3","A2","A2","A1","A1","A4","A3","A2","A1","A4","A4","A1","A2","A2","A2","A2","A1","A1"
"247",NULL,"2020-01-23 14:22:52",NULL,"hr",NULL,"2020-01-23 14:22:52","2020-01-23 14:22:52",NULL,"A3","A2","A3","A1","A3","A2","A4","A3","A3","A2","A2","A1","A1","A4","A3","A4","A3","A2","A2","A3","A1","A2","A2","A1","A1","A3"
"246",NULL,"2020-01-23 14:22:52",NULL,"hr",NULL,"2020-01-23 14:22:52","2020-01-23 14:22:52",NULL,"A1","A2","A3","A1","A1","A3","A4","A2","A1","A2","A2","A1","A1","A4","A3","A1","A1","A2","A2","A3","A2","A2","A1","A1","A3","A3"
"245",NULL,"2020-01-23 14:22:52",NULL,"hr",NULL,"2020-01-23 14:22:52","2020-01-23 14:22:52",NULL,"A1","A2","A4","A1","A2","A4","A4","A1","A1","A2","A2","A1","A1","A2","A2","A4","A1","A4","A2","A3","A2","A2","A2","A2","A1","A3"
"244",NULL,"2020-01-23 14:22:51",NULL,"hr",NULL,"2020-01-23 14:22:51","2020-01-23 14:22:51",NULL,"A1","A2","A4","A1","A2","A4","A4","A3","A4","A1","A2","A3","A1","A4","A3","A4","A4","A2","A2","A3","A2","A2","A1","A1","A1","A3"
"243",NULL,"2020-01-23 14:22:51",NULL,"hr",NULL,"2020-01-23 14:22:51","2020-01-23 14:22:51",NULL,"A1","A2","A4","A1","A1","A3","A3","A1","A3","A2","A4","A1","A3","A4","A3","A4","A3","A1","A4","A3","A1","A2","A2","A1","A3","A3"
"242",NULL,"2020-01-23 14:22:51",NULL,"hr",NULL,"2020-01-23 14:22:51","2020-01-23 14:22:51",NULL,"A1","A2","A4","A3","A1","A4","A4","A3","A4","A2","A2","A1","A1","A2","A2","A4","A3","A2","A2","A1","A2","A2","A2","A1","A3","A3"
"241",NULL,"2020-01-23 14:22:50",NULL,"hr",NULL,"2020-01-23 14:22:50","2020-01-23 14:22:50",NULL,"A3","A2","A4","A1","A3","A1","A1","A3","A4","A1","A2","A1","A2","A4","A3","A1","A3","A2","A4","A3","A1","A2","A2","A2","A1","A3"
"240",NULL,"2020-01-23 14:22:50",NULL,"hr",NULL,"2020-01-23 14:22:50","2020-01-23 14:22:50",NULL,"A1","A2","A4","A3","A1","A3","A4","A2","A1","A2","A2","A1","A1","A4","A3","A4","A3","A1","A4","A3","A2","A1","A1","A2","A2","A1"
"239",NULL,"2020-01-23 14:22:50",NULL,"hr",NULL,"2020-01-23 14:22:50","2020-01-23 14:22:50",NULL,"A4","A2","A4","A2","A1","A3","A4","A2","A3","A2","A1","A3","A1","A2","A3","A4","A2","A4","A3","A1","A1","A1","A2","A1","A3","A2"
"238",NULL,"2020-01-23 14:22:49",NULL,"hr",NULL,"2020-01-23 14:22:49","2020-01-23 14:22:49",NULL,"A1","A4","A2","A3","A4","A3","A4","A2","A4","A2","A2","A1","A1","A4","A3","A1","A3","A4","A4","A1","A2","A2","A2","A1","A3","A1"
"237",NULL,"2020-01-23 14:22:49",NULL,"hr",NULL,"2020-01-23 14:22:49","2020-01-23 14:22:49",NULL,"A4","A3","A4","A1","A1","A4","A4","A3","A3","A2","A2","A3","A1","A4","A3","A4","A3","A1","A4","A1","A1","A2","A1","A1","A3","A3"
"236",NULL,"2020-01-23 14:22:49",NULL,"hr",NULL,"2020-01-23 14:22:49","2020-01-23 14:22:49",NULL,"A3","A2","A4","A3","A2","A4","A4","A2","A4","A2","A2","A1","A1","A4","A3","A4","A3","A4","A4","A3","A1","A1","A2","A2","A2","A3"
"235",NULL,"2020-01-23 14:22:48",NULL,"hr",NULL,"2020-01-23 14:22:48","2020-01-23 14:22:48",NULL,"A1","A2","A4","A1","A1","A2","A3","A1","A3","A2","A2","A3","A3","A2","A3","A4","A2","A4","A4","A1","A1","A1","A2","A2","A3","A2"
"234",NULL,"2020-01-23 14:22:48",NULL,"hr",NULL,"2020-01-23 14:22:48","2020-01-23 14:22:48",NULL,"A1","A2","A4","A1","A2","A4","A4","A2","A4","A1","A2","A1","A1","A4","A2","A4","A2","A4","A4","A1","A1","A1","A1","A2","A3","A2"
"233",NULL,"2020-01-23 14:22:47",NULL,"hr",NULL,"2020-01-23 14:22:47","2020-01-23 14:22:47",NULL,"A1","A2","A2","A1","A1","A2","A4","A1","A4","A2","A2","A1","A3","A4","A2","A4","A3","A4","A2","A1","A2","A1","A2","A2","A3","A3"
"232",NULL,"2020-01-23 14:22:47",NULL,"hr",NULL,"2020-01-23 14:22:47","2020-01-23 14:22:47",NULL,"A1","A2","A3","A1","A2","A3","A2","A3","A3","A2","A2","A1","A3","A2","A1","A4","A3","A2","A4","A1","A1","A2","A1","A2","A2","A2"
"231",NULL,"2020-01-23 14:22:47",NULL,"hr",NULL,"2020-01-23 14:22:47","2020-01-23 14:22:47",NULL,"A3","A2","A4","A1","A2","A4","A4","A2","A1","A3","A2","A1","A3","A4","A3","A4","A3","A2","A4","A1","A2","A1","A1","A2","A3","A1"
"230",NULL,"2020-01-23 14:22:46",NULL,"hr",NULL,"2020-01-23 14:22:46","2020-01-23 14:22:46",NULL,"A3","A4","A4","A1","A1","A4","A4","A3","A4","A3","A2","A1","A1","A4","A3","A4","A3","A4","A2","A3","A2","A1","A2","A1","A3","A2"
"229",NULL,"2020-01-23 14:22:46",NULL,"hr",NULL,"2020-01-23 14:22:46","2020-01-23 14:22:46",NULL,"A1","A2","A3","A1","A1","A2","A4","A1","A4","A1","A2","A3","A3","A2","A2","A4","A3","A4","A4","A1","A1","A2","A1","A1","A3","A1"
"228",NULL,"2020-01-23 14:22:46",NULL,"hr",NULL,"2020-01-23 14:22:46","2020-01-23 14:22:46",NULL,"A1","A3","A4","A2","A2","A3","A1","A3","A2","A1","A2","A3","A4","A2","A3","A4","A3","A2","A4","A1","A2","A2","A2","A1","A3","A3"
"227",NULL,"2020-01-23 14:22:45",NULL,"hr",NULL,"2020-01-23 14:22:45","2020-01-23 14:22:45",NULL,"A1","A2","A3","A2","A3","A1","A1","A2","A4","A1","A4","A1","A1","A4","A3","A4","A3","A2","A4","A1","A2","A1","A2","A1","A2","A1"
"226",NULL,"2020-01-23 14:22:45",NULL,"hr",NULL,"2020-01-23 14:22:45","2020-01-23 14:22:45",NULL,"A1","A2","A3","A1","A1","A4","A4","A3","A4","A2","A2","A1","A3","A4","A3","A4","A3","A4","A4","A2","A1","A1","A1","A1","A1","A3"
"225",NULL,"2020-01-23 14:22:45",NULL,"hr",NULL,"2020-01-23 14:22:45","2020-01-23 14:22:45",NULL,"A3","A2","A4","A1","A1","A2","A1","A3","A4","A1","A2","A1","A1","A4","A3","A4","A3","A4","A2","A3","A2","A2","A2","A2","A1","A1"
"224",NULL,"2020-01-23 14:22:44",NULL,"hr",NULL,"2020-01-23 14:22:44","2020-01-23 14:22:44",NULL,"A1","A2","A4","A3","A2","A4","A4","A2","A3","A2","A2","A4","A3","A2","A3","A2","A1","A2","A4","A3","A2","A2","A2","A2","A2","A2"
"223",NULL,"2020-01-23 14:22:44",NULL,"hr",NULL,"2020-01-23 14:22:44","2020-01-23 14:22:44",NULL,"A1","A2","A4","A1","A4","A3","A2","A3","A3","A2","A2","A1","A3","A2","A2","A4","A3","A2","A4","A2","A1","A2","A1","A2","A2","A3"
"222",NULL,"2020-01-23 14:22:44",NULL,"hr",NULL,"2020-01-23 14:22:44","2020-01-23 14:22:44",NULL,"A1","A2","A3","A1","A1","A2","A4","A3","A3","A2","A2","A3","A1","A4","A3","A4","A3","A2","A2","A1","A2","A2","A2","A2","A3","A1"
"221",NULL,"2020-01-23 14:22:43",NULL,"hr",NULL,"2020-01-23 14:22:43","2020-01-23 14:22:43",NULL,"A1","A2","A4","A1","A1","A4","A4","A1","A4","A2","A2","A1","A1","A3","A3","A4","A3","A4","A4","A3","A2","A1","A2","A1","A1","A2"
"220",NULL,"2020-01-23 14:22:43",NULL,"hr",NULL,"2020-01-23 14:22:43","2020-01-23 14:22:43",NULL,"A1","A2","A4","A1","A4","A1","A1","A3","A4","A2","A2","A1","A3","A4","A2","A4","A3","A4","A4","A3","A1","A2","A1","A2","A2","A1"
"219",NULL,"2020-01-23 14:22:43",NULL,"hr",NULL,"2020-01-23 14:22:43","2020-01-23 14:22:43",NULL,"A4","A2","A4","A1","A1","A2","A4","A1","A1","A2","A2","A3","A1","A2","A3","A4","A2","A4","A4","A1","A2","A1","A2","A2","A1","A2"
"218",NULL,"2020-01-23 14:22:42",NULL,"hr",NULL,"2020-01-23 14:22:42","2020-01-23 14:22:42",NULL,"A1","A2","A4","A1","A4","A3","A1","A3","A4","A1","A2","A4","A3","A4","A3","A4","A3","A4","A4","A3","A1","A2","A1","A2","A1","A1"
"217",NULL,"2020-01-23 14:22:42",NULL,"hr",NULL,"2020-01-23 14:22:42","2020-01-23 14:22:42",NULL,"A1","A2","A2","A1","A1","A4","A4","A1","A4","A2","A2","A1","A1","A4","A3","A4","A3","A2","A2","A1","A2","A2","A2","A2","A3","A1"
"216",NULL,"2020-01-23 14:22:42",NULL,"hr",NULL,"2020-01-23 14:22:42","2020-01-23 14:22:42",NULL,"A1","A2","A3","A1","A4","A3","A4","A3","A4","A3","A2","A1","A1","A4","A3","A4","A3","A2","A2","A3","A2","A1","A1","A2","A2","A3"
"215",NULL,"2020-01-23 14:22:41",NULL,"hr",NULL,"2020-01-23 14:22:41","2020-01-23 14:22:41",NULL,"A1","A2","A2","A1","A4","A3","A4","A3","A4","A2","A2","A1","A1","A4","A2","A4","A3","A1","A4","A2","A2","A1","A2","A1","A1","A3"
"214",NULL,"2020-01-23 14:22:41",NULL,"hr",NULL,"2020-01-23 14:22:41","2020-01-23 14:22:41",NULL,"A1","A2","A3","A1","A2","A4","A4","A3","A4","A3","A2","A1","A1","A4","A3","A4","A1","A4","A3","A1","A1","A2","A2","A2","A2","A2"
"213",NULL,"2020-01-23 14:22:41",NULL,"hr",NULL,"2020-01-23 14:22:41","2020-01-23 14:22:41",NULL,"A3","A2","A4","A1","A2","A3","A4","A2","A3","A1","A2","A1","A1","A2","A3","A4","A3","A4","A2","A3","A2","A1","A1","A2","A3","A2"
"212",NULL,"2020-01-23 14:22:40",NULL,"hr",NULL,"2020-01-23 14:22:40","2020-01-23 14:22:40",NULL,"A1","A2","A2","A1","A3","A1","A4","A2","A4","A1","A2","A4","A1","A3","A3","A4","A4","A2","A4","A2","A1","A2","A1","A2","A3","A2"
"211",NULL,"2020-01-23 14:22:40",NULL,"hr",NULL,"2020-01-23 14:22:40","2020-01-23 14:22:40",NULL,"A1","A2","A4","A1","A1","A2","A3","A1","A4","A2","A2","A1","A3","A4","A3","A1","A3","A2","A2","A4","A1","A1","A1","A2","A2","A2"
"210",NULL,"2020-01-23 14:22:40",NULL,"hr",NULL,"2020-01-23 14:22:40","2020-01-23 14:22:40",NULL,"A1","A2","A3","A1","A3","A4","A2","A3","A4","A1","A2","A1","A3","A4","A3","A4","A1","A2","A2","A1","A1","A2","A2","A2","A1","A1"
"209",NULL,"2020-01-23 14:22:39",NULL,"hr",NULL,"2020-01-23 14:22:39","2020-01-23 14:22:39",NULL,"A1","A2","A3","A1","A1","A4","A4","A1","A4","A2","A2","A1","A1","A4","A3","A4","A3","A2","A4","A3","A1","A1","A2","A2","A3","A2"
"208",NULL,"2020-01-23 14:22:39",NULL,"hr",NULL,"2020-01-23 14:22:39","2020-01-23 14:22:39",NULL,"A1","A2","A4","A2","A4","A3","A1","A3","A4","A3","A3","A1","A1","A2","A3","A1","A1","A2","A4","A3","A1","A1","A1","A2","A1","A2"
"207",NULL,"2020-01-23 14:22:38",NULL,"hr",NULL,"2020-01-23 14:22:38","2020-01-23 14:22:38",NULL,"A1","A2","A4","A2","A3","A4","A4","A2","A4","A2","A2","A1","A1","A3","A3","A1","A2","A4","A1","A3","A1","A2","A2","A1","A1","A3"
"206",NULL,"2020-01-23 14:22:38",NULL,"hr",NULL,"2020-01-23 14:22:38","2020-01-23 14:22:38",NULL,"A1","A2","A3","A1","A1","A2","A4","A3","A4","A2","A2","A1","A1","A2","A3","A4","A3","A1","A1","A3","A2","A2","A2","A2","A1","A2"
"205",NULL,"2020-01-23 14:22:38",NULL,"hr",NULL,"2020-01-23 14:22:38","2020-01-23 14:22:38",NULL,"A1","A2","A2","A1","A4","A1","A4","A2","A4","A3","A2","A1","A1","A3","A3","A4","A3","A4","A4","A1","A1","A1","A2","A1","A1","A2"
"204",NULL,"2020-01-23 14:22:37",NULL,"hr",NULL,"2020-01-23 14:22:37","2020-01-23 14:22:37",NULL,"A1","A2","A4","A2","A1","A2","A3","A2","A3","A1","A2","A1","A1","A4","A3","A4","A3","A2","A4","A3","A2","A2","A2","A2","A2","A2"
"203",NULL,"2020-01-23 14:22:37",NULL,"hr",NULL,"2020-01-23 14:22:37","2020-01-23 14:22:37",NULL,"A1","A2","A3","A1","A1","A3","A4","A2","A4","A2","A2","A4","A1","A2","A2","A4","A3","A1","A4","A1","A2","A1","A2","A1","A3","A3"
"202",NULL,"2020-01-23 14:22:37",NULL,"hr",NULL,"2020-01-23 14:22:37","2020-01-23 14:22:37",NULL,"A1","A2","A4","A1","A3","A4","A4","A2","A4","A2","A2","A1","A1","A4","A2","A4","A3","A2","A4","A3","A1","A1","A1","A1","A2","A1"
"353",NULL,"2020-01-23 14:23:31",NULL,"hr",NULL,"2020-01-23 14:23:31","2020-01-23 14:23:31",NULL,"A3","A2","A1","A2","A1","A4","A1","A2","A4","A2","A2","A1","A1","A4","A3","A1","A3","A2","A2","A3","A2","A2","A1","A2","A2","A1"
"354",NULL,"2020-01-23 14:23:31",NULL,"hr",NULL,"2020-01-23 14:23:31","2020-01-23 14:23:31",NULL,"A1","A2","A3","A1","A1","A2","A4","A3","A3","A4","A1","A3","A1","A4","A3","A1","A3","A2","A2","A3","A1","A2","A2","A1","A3","A2"
"355",NULL,"2020-01-23 14:23:31",NULL,"hr",NULL,"2020-01-23 14:23:31","2020-01-23 14:23:31",NULL,"A1","A2","A4","A1","A3","A2","A1","A2","A1","A2","A2","A1","A1","A2","A3","A2","A1","A4","A4","A1","A1","A2","A1","A2","A3","A3"
"356",NULL,"2020-01-23 14:23:32",NULL,"hr",NULL,"2020-01-23 14:23:32","2020-01-23 14:23:32",NULL,"A1","A2","A4","A1","A2","A3","A4","A3","A3","A2","A2","A1","A1","A4","A1","A4","A3","A2","A4","A3","A2","A2","A2","A2","A2","A2"
"357",NULL,"2020-01-23 14:23:32",NULL,"hr",NULL,"2020-01-23 14:23:32","2020-01-23 14:23:32",NULL,"A1","A2","A4","A1","A1","A3","A4","A1","A2","A4","A2","A1","A2","A3","A2","A4","A1","A4","A4","A1","A2","A1","A1","A2","A2","A3"
"358",NULL,"2020-01-23 14:23:32",NULL,"hr",NULL,"2020-01-23 14:23:32","2020-01-23 14:23:32",NULL,"A1","A2","A2","A1","A3","A4","A3","A2","A4","A2","A2","A1","A3","A4","A3","A4","A3","A1","A2","A3","A1","A2","A1","A1","A3","A3"
"359",NULL,"2020-01-23 14:23:33",NULL,"hr",NULL,"2020-01-23 14:23:33","2020-01-23 14:23:33",NULL,"A1","A2","A3","A2","A3","A2","A4","A2","A3","A2","A2","A1","A1","A4","A3","A4","A3","A1","A2","A1","A2","A1","A2","A2","A2","A3"
"360",NULL,"2020-01-23 14:23:33",NULL,"hr",NULL,"2020-01-23 14:23:33","2020-01-23 14:23:33",NULL,"A1","A4","A4","A2","A3","A4","A4","A3","A3","A2","A2","A1","A1","A4","A3","A4","A3","A4","A4","A3","A2","A2","A2","A1","A3","A2"
"361",NULL,"2020-01-23 14:23:33",NULL,"hr",NULL,"2020-01-23 14:23:33","2020-01-23 14:23:33",NULL,"A1","A2","A4","A1","A3","A2","A4","A2","A2","A3","A2","A3","A3","A2","A3","A4","A3","A4","A4","A1","A1","A2","A1","A2","A2","A2"
"362",NULL,"2020-01-23 14:23:34",NULL,"hr",NULL,"2020-01-23 14:23:34","2020-01-23 14:23:34",NULL,"A3","A2","A4","A1","A3","A4","A4","A3","A4","A2","A2","A1","A3","A4","A3","A4","A3","A2","A2","A1","A2","A2","A1","A1","A2","A1"
"363",NULL,"2020-01-23 14:23:34",NULL,"hr",NULL,"2020-01-23 14:23:34","2020-01-23 14:23:34",NULL,"A1","A2","A4","A1","A1","A3","A4","A3","A4","A3","A2","A3","A1","A4","A2","A4","A1","A2","A1","A4","A2","A1","A1","A2","A2","A2"
"364",NULL,"2020-01-23 14:23:34",NULL,"hr",NULL,"2020-01-23 14:23:34","2020-01-23 14:23:34",NULL,"A1","A2","A4","A1","A3","A4","A4","A3","A4","A1","A3","A1","A1","A4","A3","A4","A1","A4","A2","A3","A2","A1","A1","A2","A2","A1"
"365",NULL,"2020-01-23 14:23:35",NULL,"hr",NULL,"2020-01-23 14:23:35","2020-01-23 14:23:35",NULL,"A1","A2","A3","A1","A4","A1","A4","A3","A1","A2","A2","A3","A3","A4","A3","A4","A3","A2","A4","A3","A2","A2","A2","A2","A2","A1"
"366",NULL,"2020-01-23 14:23:35",NULL,"hr",NULL,"2020-01-23 14:23:35","2020-01-23 14:23:35",NULL,"A3","A2","A2","A1","A1","A3","A3","A2","A4","A1","A2","A4","A3","A2","A3","A1","A3","A4","A1","A3","A2","A2","A1","A2","A3","A3"
"367",NULL,"2020-01-23 14:23:36",NULL,"hr",NULL,"2020-01-23 14:23:36","2020-01-23 14:23:36",NULL,"A1","A2","A4","A1","A4","A3","A4","A3","A4","A2","A2","A1","A1","A4","A3","A4","A3","A2","A4","A1","A2","A2","A2","A2","A1","A3"
"368",NULL,"2020-01-23 14:23:36",NULL,"hr",NULL,"2020-01-23 14:23:36","2020-01-23 14:23:36",NULL,"A1","A2","A4","A1","A2","A4","A1","A3","A4","A1","A2","A4","A1","A3","A3","A4","A3","A1","A4","A3","A1","A2","A2","A1","A1","A3"
"369",NULL,"2020-01-23 14:23:36",NULL,"hr",NULL,"2020-01-23 14:23:36","2020-01-23 14:23:36",NULL,"A1","A4","A2","A1","A1","A3","A1","A2","A4","A1","A3","A4","A1","A2","A3","A4","A3","A4","A2","A1","A1","A2","A2","A1","A1","A3"
"370",NULL,"2020-01-23 14:23:37",NULL,"hr",NULL,"2020-01-23 14:23:37","2020-01-23 14:23:37",NULL,"A1","A2","A4","A1","A1","A4","A4","A1","A4","A1","A2","A1","A1","A4","A3","A4","A2","A4","A4","A3","A1","A1","A2","A1","A3","A3"
"371",NULL,"2020-01-23 14:23:37",NULL,"hr",NULL,"2020-01-23 14:23:37","2020-01-23 14:23:37",NULL,"A1","A2","A4","A1","A3","A4","A4","A3","A3","A2","A3","A1","A1","A4","A3","A1","A4","A2","A2","A3","A1","A1","A1","A1","A3","A1"
"372",NULL,"2020-01-23 14:23:37",NULL,"hr",NULL,"2020-01-23 14:23:37","2020-01-23 14:23:37",NULL,"A3","A2","A4","A2","A3","A4","A4","A3","A4","A2","A2","A1","A2","A4","A3","A4","A3","A1","A4","A3","A1","A1","A1","A2","A1","A1"
"373",NULL,"2020-01-23 14:23:38",NULL,"hr",NULL,"2020-01-23 14:23:38","2020-01-23 14:23:38",NULL,"A1","A2","A3","A1","A2","A3","A4","A2","A1","A2","A2","A4","A1","A4","A3","A4","A3","A4","A4","A3","A2","A1","A1","A2","A3","A2"
"374",NULL,"2020-01-23 14:23:38",NULL,"hr",NULL,"2020-01-23 14:23:38","2020-01-23 14:23:38",NULL,"A4","A2","A4","A1","A1","A2","A4","A3","A3","A2","A2","A4","A3","A4","A1","A4","A2","A4","A4","A3","A2","A1","A1","A2","A3","A1"
"375",NULL,"2020-01-23 14:23:39",NULL,"hr",NULL,"2020-01-23 14:23:39","2020-01-23 14:23:39",NULL,"A1","A2","A4","A1","A2","A1","A3","A1","A4","A2","A2","A1","A1","A4","A3","A4","A3","A4","A2","A3","A1","A2","A1","A1","A2","A1"
"376",NULL,"2020-01-23 14:23:39",NULL,"hr",NULL,"2020-01-23 14:23:39","2020-01-23 14:23:39",NULL,"A1","A2","A2","A1","A1","A4","A4","A2","A4","A3","A2","A3","A1","A3","A3","A4","A3","A4","A2","A1","A2","A2","A2","A2","A2","A3"
"377",NULL,"2020-01-23 14:23:39",NULL,"hr",NULL,"2020-01-23 14:23:39","2020-01-23 14:23:39",NULL,"A4","A2","A3","A1","A3","A2","A4","A1","A4","A1","A4","A3","A1","A2","A3","A4","A1","A4","A2","A1","A2","A2","A2","A2","A2","A2"
"378",NULL,"2020-01-23 14:23:40",NULL,"hr",NULL,"2020-01-23 14:23:40","2020-01-23 14:23:40",NULL,"A1","A2","A4","A3","A4","A2","A1","A2","A4","A2","A2","A1","A1","A4","A1","A4","A3","A4","A2","A3","A1","A2","A2","A2","A1","A1"
"379",NULL,"2020-01-23 14:23:40",NULL,"hr",NULL,"2020-01-23 14:23:40","2020-01-23 14:23:40",NULL,"A1","A4","A2","A1","A1","A3","A4","A3","A1","A2","A2","A1","A1","A4","A3","A1","A2","A4","A4","A1","A2","A2","A1","A1","A2","A1"
"380",NULL,"2020-01-23 14:23:40",NULL,"hr",NULL,"2020-01-23 14:23:40","2020-01-23 14:23:40",NULL,"A1","A2","A4","A1","A2","A3","A4","A2","A4","A1","A2","A3","A1","A2","A3","A2","A3","A4","A2","A1","A2","A2","A2","A2","A3","A3"
"381",NULL,"2020-01-23 14:23:41",NULL,"hr",NULL,"2020-01-23 14:23:41","2020-01-23 14:23:41",NULL,"A1","A2","A4","A1","A4","A3","A4","A1","A4","A2","A2","A1","A1","A4","A3","A4","A3","A2","A2","A3","A1","A1","A2","A1","A2","A2"
"382",NULL,"2020-01-23 14:23:41",NULL,"hr",NULL,"2020-01-23 14:23:41","2020-01-23 14:23:41",NULL,"A4","A2","A4","A1","A3","A2","A4","A2","A4","A2","A2","A1","A1","A4","A3","A4","A3","A4","A4","A1","A2","A2","A2","A2","A2","A3"
"383",NULL,"2020-01-23 14:23:41",NULL,"hr",NULL,"2020-01-23 14:23:41","2020-01-23 14:23:41",NULL,"A3","A2","A4","A1","A3","A4","A4","A3","A3","A1","A2","A1","A1","A4","A2","A4","A3","A2","A2","A3","A2","A2","A2","A2","A1","A1"
"384",NULL,"2020-01-23 14:23:42",NULL,"hr",NULL,"2020-01-23 14:23:42","2020-01-23 14:23:42",NULL,"A1","A4","A4","A1","A1","A3","A4","A1","A4","A3","A4","A1","A1","A4","A2","A4","A1","A3","A2","A3","A2","A1","A1","A1","A3","A2"
"385",NULL,"2020-01-23 14:23:42",NULL,"hr",NULL,"2020-01-23 14:23:42","2020-01-23 14:23:42",NULL,"A1","A2","A4","A1","A1","A2","A4","A2","A4","A2","A2","A1","A1","A4","A3","A1","A2","A4","A2","A1","A1","A1","A2","A2","A2","A3"
